Mês/Ano,Região,Estado,Produto,Quantidade (m³)
12/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"1035,194"
12/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"661,646"
12/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"47,458"
12/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"971,387"
12/2023,SUL,Paraná,ÓLEO DE MILHO,"714,185"
12/2023,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"2581,082"
12/2023,SUL,Santa Catarina,ÓLEO DE MILHO,"963,745"
12/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3662,375"
12/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"13913,784"
12/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"66,643"
12/2023,SUL,Santa Catarina,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"443,050"
12/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"55419,397"
12/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"90588,908"
12/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"25939,527"
12/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"26813,457"
12/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5808,221"
12/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"80,084"
12/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"1548,693"
12/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"5558,952"
12/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"80306,311"
12/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"136011,490"
12/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"12167,431"
12/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"18501,774"
12/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"25915,037"
12/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3786,839"
12/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"68,981"
12/2023,NORTE,Rondônia,OUTROS MATERIAIS GRAXOS,"112,581"
12/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4105,435"
12/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"1555,635"
12/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"17809,229"
12/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"20261,871"
12/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"9018,190"
12/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"18274,184"
11/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"334,255"
11/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"1153,840"
11/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"122,863"
11/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"6454,739"
11/2023,NORDESTE,Bahia,GORDURA BOVINA,"7633,961"
11/2023,NORTE,Pará,GORDURA BOVINA,"357,683"
11/2023,NORTE,Rondônia,GORDURA BOVINA,"4596,536"
11/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"3124,216"
11/2023,SUL,Paraná,GORDURA BOVINA,"3444,316"
11/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"13079,817"
11/2023,SUL,Paraná,GORDURA DE FRANGO,"597,361"
11/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"271,142"
11/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"1267,138"
11/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"6374,636"
11/2023,SUL,Paraná,GORDURA DE PORCO,"232,241"
11/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"1897,841"
11/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"8452,072"
11/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3286,670"
11/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"6169,634"
11/2023,NORDESTE,Piauí,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"69,281"
11/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"1490,830"
11/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"587,351"
11/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"1294,686"
11/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"0,087"
11/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5694,068"
11/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"622,580"
11/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"705,917"
11/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"220,729"
11/2023,SUL,Paraná,ÓLEO DE MILHO,"59,369"
11/2023,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"2561,308"
11/2023,SUL,Santa Catarina,ÓLEO DE MILHO,"449,325"
11/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2371,483"
11/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1599,576"
11/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"10245,184"
11/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"92,865"
11/2023,SUL,Santa Catarina,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"149,792"
11/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"67940,990"
11/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"113837,755"
11/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"24955,316"
11/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"30183,090"
11/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5525,706"
11/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"41,779"
11/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"2684,422"
11/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"7337,246"
11/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"5883,281"
11/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"79516,004"
11/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"133581,429"
11/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"14835,020"
11/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"20663,255"
11/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"24863,053"
11/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"3626,239"
11/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"225,051"
11/2023,NORTE,Rondônia,OUTROS MATERIAIS GRAXOS,"73,567"
11/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"591,562"
11/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"4105,435"
11/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"958,277"
11/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"17691,652"
11/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"20826,039"
11/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"7787,778"
11/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"18629,146"
10/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"704,419"
10/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"1180,125"
10/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"352,267"
10/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"4407,068"
10/2023,NORDESTE,Bahia,GORDURA BOVINA,"7548,021"
10/2023,NORTE,Pará,GORDURA BOVINA,"1420,011"
10/2023,NORTE,Rondônia,GORDURA BOVINA,"3179,322"
10/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"440,565"
10/2023,SUL,Paraná,GORDURA BOVINA,"2466,160"
10/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"12931,183"
10/2023,SUL,Santa Catarina,GORDURA BOVINA,"160,804"
10/2023,SUL,Paraná,GORDURA DE FRANGO,"3786,578"
10/2023,SUL,Santa Catarina,GORDURA DE FRANGO,"16,406"
10/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"431,447"
10/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"4821,890"
10/2023,SUL,Paraná,GORDURA DE PORCO,"233,652"
10/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"1060,653"
10/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"6317,718"
10/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"5402,576"
10/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3426,298"
10/2023,NORDESTE,Piauí,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"0,001"
10/2023,NORTE,Rondônia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"222,879"
10/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"165,309"
10/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"805,967"
10/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"1120,383"
10/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"53,120"
10/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"6219,288"
10/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"276,602"
10/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"671,259"
10/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"44,131"
10/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"235,008"
10/2023,SUL,Paraná,ÓLEO DE MILHO,"205,689"
10/2023,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"3242,766"
10/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2163,047"
10/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6002,423"
10/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"10462,387"
10/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"106,113"
10/2023,SUL,Paraná,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"121,695"
10/2023,SUL,Santa Catarina,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"61,966"
10/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"83194,209"
10/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"120529,629"
10/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"20033,382"
10/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"25911,624"
10/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5936,014"
10/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"43,463"
10/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"2783,791"
10/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"5766,078"
10/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"6517,363"
10/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"78697,192"
10/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"132835,274"
10/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"17699,363"
10/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"23490,628"
10/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"25169,284"
10/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"1422,124"
10/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"288,011"
10/2023,NORTE,Rondônia,OUTROS MATERIAIS GRAXOS,"62,697"
10/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"356,649"
10/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"1229,245"
10/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"2069,221"
10/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"19387,544"
10/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"16861,510"
10/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"11718,072"
10/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"16265,848"
09/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"705,038"
09/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"960,925"
09/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"4824,487"
09/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"30,182"
09/2023,NORDESTE,Bahia,GORDURA BOVINA,"6731,743"
09/2023,NORTE,Pará,GORDURA BOVINA,"50,466"
09/2023,NORTE,Rondônia,GORDURA BOVINA,"1852,567"
09/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"891,539"
09/2023,SUL,Paraná,GORDURA BOVINA,"7886,664"
09/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"7459,663"
09/2023,SUL,Santa Catarina,GORDURA BOVINA,"116,063"
09/2023,NORDESTE,Bahia,GORDURA DE FRANGO,"39,423"
09/2023,SUL,Paraná,GORDURA DE FRANGO,"68,464"
09/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"363,553"
09/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"1897,361"
09/2023,SUL,Paraná,GORDURA DE PORCO,"407,185"
09/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"764,556"
09/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"6165,717"
09/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3670,660"
09/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"4562,137"
09/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"656,722"
09/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"98,979"
09/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"1052,631"
09/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"51,935"
09/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"4064,404"
09/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"648,922"
09/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"536,167"
09/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"72,478"
09/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"391,874"
09/2023,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"2031,536"
09/2023,SUL,Santa Catarina,ÓLEO DE MILHO,"33,820"
09/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1675,181"
09/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6176,450"
09/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"9258,373"
09/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"458,011"
09/2023,SUL,Rio Grande do Sul,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"62,424"
09/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"75220,364"
09/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"111650,542"
09/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"22980,886"
09/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"28856,915"
09/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"5451,997"
09/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"819,975"
09/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"3330,978"
09/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"5771,522"
09/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"2944,723"
09/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"76802,472"
09/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"131650,210"
09/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"19061,977"
09/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"24056,057"
09/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"24140,385"
09/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"2527,445"
09/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"286,586"
09/2023,NORTE,Rondônia,OUTROS MATERIAIS GRAXOS,"43,612"
09/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"823,504"
09/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"1338,345"
09/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"6569,558"
09/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"20231,791"
09/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"14918,566"
09/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"9373,920"
09/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"21842,895"
08/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"653,859"
08/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"956,035"
08/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"511,364"
08/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"6595,433"
08/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"447,489"
08/2023,NORDESTE,Bahia,GORDURA BOVINA,"11417,541"
08/2023,NORTE,Pará,GORDURA BOVINA,"1208,579"
08/2023,NORTE,Rondônia,GORDURA BOVINA,"3800,374"
08/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"1502,207"
08/2023,SUL,Paraná,GORDURA BOVINA,"745,757"
08/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"10290,068"
08/2023,SUL,Santa Catarina,GORDURA BOVINA,"169,529"
08/2023,SUL,Paraná,GORDURA DE FRANGO,"4500,324"
08/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"4603,641"
08/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"3354,132"
08/2023,SUL,Paraná,GORDURA DE PORCO,"315,494"
08/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2314,090"
08/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"2838,969"
08/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1385,214"
08/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3988,096"
08/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"203,967"
08/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"198,174"
08/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"858,218"
08/2023,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"22,133"
08/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"12,620"
08/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5785,942"
08/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"497,408"
08/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"584,808"
08/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,"38,574"
08/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"291,089"
08/2023,SUL,Paraná,ÓLEO DE MILHO,"511,030"
08/2023,SUL,Rio Grande do Sul,ÓLEO DE MILHO,"1181,221"
08/2023,SUL,Santa Catarina,ÓLEO DE MILHO,"204,341"
08/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"4729,546"
08/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"1613,267"
08/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"13651,758"
08/2023,SUDESTE,Rio de Janeiro,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"37,528"
08/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"79295,989"
08/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"123195,076"
08/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"25046,434"
08/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"30424,103"
08/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),"6652,632"
08/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),"1092,327"
08/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),"1555,924"
08/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"6474,468"
08/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"5937,309"
08/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"72369,787"
08/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"132069,740"
08/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"17155,782"
08/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"18387,716"
08/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"24251,797"
08/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"2649,778"
08/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,"9,733"
08/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"1005,316"
08/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"33,458"
08/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"2685,599"
08/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"18284,789"
08/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"17946,677"
08/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"10713,602"
08/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,"21967,186"
07/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"649,951"
07/2023,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"814,410"
07/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,"568,182"
07/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,"6444,862"
07/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"591,723"
07/2023,NORDESTE,Bahia,GORDURA BOVINA,"10617,356"
07/2023,NORTE,Pará,GORDURA BOVINA,"739,712"
07/2023,NORTE,Rondônia,GORDURA BOVINA,"6020,299"
07/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,"3146,199"
07/2023,SUDESTE,Rio de Janeiro,GORDURA BOVINA,"156,316"
07/2023,SUL,Paraná,GORDURA BOVINA,"342,409"
07/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,"8683,046"
07/2023,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"38,537"
07/2023,SUL,Paraná,GORDURA DE FRANGO,"2163,742"
07/2023,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"37,855"
07/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,"5576,450"
07/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"7109,689"
07/2023,SUL,Paraná,GORDURA DE PORCO,"279,200"
07/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,"1020,239"
07/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1322,910"
07/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"264,683"
07/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1857,633"
07/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"181,436"
07/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"61,065"
07/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"850,694"
07/2023,NORTE,Rondônia,ÓLEO DE FRITURA USADO,"63,489"
07/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,"88,098"
07/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"5937,883"
07/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,"360,576"
07/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"211,362"
